class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
neutral,0.4734697937965393,0.1396908313035965,-0.34594663977622986,0.9999915361404419,0.4833838939666748,0.1219862774014473,-0.3239331543445587,0.9999706745147705,0.4882943034172058,0.12219315022230148,-0.32399752736091614,0.999967634677887,0.4936057925224304,0.12251116335391998,-0.32399386167526245,0.9999663829803467,0.4665726125240326,0.12234725058078766,-0.3231350779533386,0.9999675154685974,0.4612039029598236,0.12269726395606995,-0.3231322169303894,0.9999632835388184,0.4569007456302643,0.12341378629207611,-0.3231499195098877,0.999963641166687,0.5023903846740723,0.1322786659002304,-0.17794761061668396,0.9999368786811829,0.451799213886261,0.13250373303890228,-0.17357802391052246,0.9999321699142456,0.48446282744407654,0.16055379807949066,-0.2903978228569031,0.9999874234199524,0.46429210901260376,0.16276997327804565,-0.2892223596572876,0.9999861717224121,0.5446358919143677,0.24428850412368774,-0.08708937466144562,0.9999730587005615,0.41524115204811096,0.245045006275177,-0.0754653736948967,0.9999609589576721,0.5603095889091492,0.37745651602745056,-0.050556838512420654,0.9831269979476929,0.39505842328071594,0.3806028366088867,-0.03657094016671181,0.9744799137115479,0.5476940870285034,0.49305346608161926,-0.2104700803756714,0.9755522608757019,0.3912341594696045,0.4889141917228699,-0.19206033647060394,0.958081066608429,0.5494701266288757,0.5253554582595825,-0.257615864276886,0.9540501832962036,0.39237672090530396,0.5234365463256836,-0.24049782752990723,0.929392397403717,0.5425888299942017,0.5208446383476257,-0.305407851934433,0.9557727575302124,0.399524986743927,0.5182211995124817,-0.28825679421424866,0.9335101246833801,0.5387295484542847,0.5110450983047485,-0.23217160999774933,0.9427907466888428,0.4016643166542053,0.5072088241577148,-0.2150452435016632,0.9238138198852539,0.5123217105865479,0.5156952738761902,0.0011027626460418105,0.9998354315757751,0.43566542863845825,0.5118192434310913,-0.001135772792622447,0.9998655319213867,0.5276137590408325,0.6998029351234436,-0.006392565555870533,0.9970018863677979,0.4171517491340637,0.6975782513618469,0.002968127839267254,0.9978038668632507,0.5297511219978333,0.8684446215629578,0.21911773085594177,0.9957104921340942,0.41012248396873474,0.8616056442260742,0.22036290168762207,0.9968897700309753,0.5217065215110779,0.8929517865180969,0.2296247035264969,0.9364035725593567,0.41768473386764526,0.8847447037696838,0.2304956465959549,0.9323628544807434,0.5523480176925659,0.921341061592102,0.05194520205259323,0.9921207427978516,0.3947594463825226,0.920367956161499,0.05679457262158394,0.9936540126800537
neutral,0.47348588705062866,0.14076517522335052,-0.3623909056186676,0.9999914169311523,0.48356324434280396,0.1226147711277008,-0.3409973978996277,0.9999697804450989,0.48851385712623596,0.12284667789936066,-0.34104833006858826,0.9999666213989258,0.49378252029418945,0.12318349629640579,-0.3410329222679138,0.9999653697013855,0.46661868691444397,0.12289366871118546,-0.3402523398399353,0.9999671578407288,0.46129554510116577,0.12327633798122406,-0.3402571678161621,0.9999626874923706,0.45698070526123047,0.1240028440952301,-0.34028011560440063,0.9999632835388184,0.5026190876960754,0.13306698203086853,-0.19496284425258636,0.9999344348907471,0.45198315382003784,0.13281197845935822,-0.19070635735988617,0.9999305605888367,0.48446449637413025,0.16190539300441742,-0.30645525455474854,0.9999867677688599,0.46428999304771423,0.1634960025548935,-0.30539628863334656,0.9999857544898987,0.5447123050689697,0.2447078824043274,-0.10005779564380646,0.9999717473983765,0.41532427072525024,0.24455180764198303,-0.08825869858264923,0.9999614357948303,0.5600119829177856,0.37821313738822937,-0.05851655453443527,0.9830397367477417,0.39512190222740173,0.3806142210960388,-0.04398723319172859,0.9748238325119019,0.54759281873703,0.49308690428733826,-0.21649102866649628,0.9754951000213623,0.3913295567035675,0.48953017592430115,-0.19452384114265442,0.9595769643783569,0.5487931966781616,0.5253978371620178,-0.2620082497596741,0.9540904760360718,0.3925629258155823,0.523859441280365,-0.2418820858001709,0.9315505027770996,0.5417581796646118,0.5209367275238037,-0.31016936898231506,0.9557027816772461,0.39967626333236694,0.518493115901947,-0.28914207220077515,0.9354869723320007,0.538034200668335,0.5112518668174744,-0.23819828033447266,0.9426390528678894,0.40185481309890747,0.5074909329414368,-0.21703073382377625,0.9259085655212402,0.5126212239265442,0.5152274966239929,0.0002353582822252065,0.9998300075531006,0.43580031394958496,0.5114298462867737,-0.0002745353558566421,0.9998657703399658,0.5275825262069702,0.699589729309082,-0.00023120416153687984,0.9971091747283936,0.41724148392677307,0.6963735818862915,0.00554432300850749,0.9979155659675598,0.5297435522079468,0.8684926629066467,0.21500138938426971,0.9959183931350708,0.41033729910850525,0.8616418838500977,0.21701619029045105,0.9970837235450745,0.5216394662857056,0.8932496905326843,0.22468061745166779,0.9371199607849121,0.4185718894004822,0.8847612142562866,0.2261318415403366,0.9360933899879456,0.5533567667007446,0.9214011430740356,0.04657856002449989,0.9924840927124023,0.3940402865409851,0.920667290687561,0.053831975907087326,0.9940011501312256
neutral,0.4740748405456543,0.14054211974143982,-0.39366188645362854,0.9999917149543762,0.4843139052391052,0.1225319355726242,-0.3726710379123688,0.9999703764915466,0.4893255829811096,0.12277477234601974,-0.3727118968963623,0.9999671578407288,0.4946320652961731,0.12310707569122314,-0.3726957440376282,0.999965488910675,0.4673011302947998,0.12276554107666016,-0.3727969527244568,0.9999684691429138,0.4619525074958801,0.12309587746858597,-0.37280818819999695,0.9999644756317139,0.4576798975467682,0.12377560138702393,-0.3728289306163788,0.9999651312828064,0.5032660365104675,0.13291555643081665,-0.22394290566444397,0.9999353885650635,0.4524935781955719,0.1325937956571579,-0.22417262196540833,0.9999352693557739,0.48513680696487427,0.1617744266986847,-0.33627015352249146,0.999987006187439,0.46474915742874146,0.1633363664150238,-0.33644288778305054,0.999986469745636,0.5450422763824463,0.24482080340385437,-0.12170571088790894,0.9999703168869019,0.4153381288051605,0.24420133233070374,-0.11732113361358643,0.9999649524688721,0.5600255727767944,0.3797878623008728,-0.07348376512527466,0.9827507138252258,0.3950751721858978,0.3817736506462097,-0.06726059317588806,0.9762715101242065,0.546983003616333,0.4933234751224518,-0.23442766070365906,0.9742018580436707,0.39090508222579956,0.49010658264160156,-0.21236661076545715,0.9614811539649963,0.5482996106147766,0.5250558257102966,-0.2813574969768524,0.9520189166069031,0.3927043676376343,0.524307370185852,-0.25954288244247437,0.9341159462928772,0.5413245558738708,0.5209084749221802,-0.32925084233283997,0.9536865949630737,0.3996284604072571,0.5188663601875305,-0.30712491273880005,0.9378829002380371,0.5375374555587769,0.5115160346031189,-0.25614726543426514,0.9403336048126221,0.40160125494003296,0.5077940225601196,-0.23466360569000244,0.9283730983734131,0.5127134919166565,0.5149725079536438,0.0006799222901463509,0.9998210072517395,0.435966819524765,0.5111015439033508,-0.0007274425588548183,0.9998639822006226,0.5274670720100403,0.699201226234436,0.006444902159273624,0.9972493052482605,0.4172726571559906,0.6963804960250854,0.010098005644977093,0.9980724453926086,0.5293712615966797,0.8681736588478088,0.23786623775959015,0.9961758852005005,0.4103724956512451,0.8614296317100525,0.23578062653541565,0.9973095059394836,0.5211692452430725,0.8931856751441956,0.24907486140727997,0.9397566914558411,0.41859522461891174,0.8843774199485779,0.2465706169605255,0.940382182598114,0.5531967878341675,0.9214107990264893,0.07283316552639008,0.9928969144821167,0.39388275146484375,0.9208188652992249,0.07427440583705902,0.9943619966506958
neutral,0.4751698970794678,0.14025530219078064,-0.4027853012084961,0.9999918937683105,0.48515334725379944,0.1223585233092308,-0.3819945156574249,0.9999710917472839,0.4900672435760498,0.12259866297245026,-0.3820343613624573,0.9999678730964661,0.49554505944252014,0.12287978082895279,-0.38201969861984253,0.999966025352478,0.46829327940940857,0.1225002333521843,-0.3818027377128601,0.9999695420265198,0.46278589963912964,0.12273506820201874,-0.38181576132774353,0.9999656677246094,0.4584726393222809,0.12327659130096436,-0.38183531165122986,0.9999661445617676,0.5042427182197571,0.1323605328798294,-0.23231427371501923,0.9999372959136963,0.4530530869960785,0.13184605538845062,-0.23128700256347656,0.999937891960144,0.48598939180374146,0.16150639951229095,-0.3448806405067444,0.9999873638153076,0.4658012390136719,0.16304081678390503,-0.34470030665397644,0.9999868869781494,0.5460958480834961,0.2446575164794922,-0.12716907262802124,0.9999707937240601,0.41555947065353394,0.24359986186027527,-0.1221449002623558,0.9999665021896362,0.561038613319397,0.3798428475856781,-0.07295472919940948,0.9832286238670349,0.3960663974285126,0.3817819058895111,-0.07094394415616989,0.9765522480010986,0.5480514168739319,0.49350932240486145,-0.22872765362262726,0.9746559262275696,0.39121294021606445,0.4903411567211151,-0.2189374417066574,0.9618124961853027,0.548856794834137,0.5252273678779602,-0.27408313751220703,0.9525687098503113,0.3934209942817688,0.5243879556655884,-0.2662666440010071,0.9344900250434875,0.5417449474334717,0.5209564566612244,-0.3229859471321106,0.9542430639266968,0.4000718593597412,0.5189249515533447,-0.3141727149486542,0.938230037689209,0.538046658039093,0.5115428566932678,-0.25048828125,0.9410390257835388,0.4019359052181244,0.5078380107879639,-0.24137942492961884,0.9286084175109863,0.5129608511924744,0.5145914554595947,0.0011385813122615218,0.9998175501823425,0.436004638671875,0.5104295611381531,-0.0011842978419736028,0.9998629093170166,0.52744060754776,0.6991111636161804,0.005640244577080011,0.9972681403160095,0.4172665476799011,0.6960052847862244,0.008673110976815224,0.9981138110160828,0.5289121866226196,0.8680247068405151,0.2375064194202423,0.9962274432182312,0.4103464186191559,0.8613998889923096,0.23403553664684296,0.9973974823951721,0.5202838778495789,0.8930975794792175,0.248733252286911,0.9408968091011047,0.4185744822025299,0.8843567371368408,0.24472057819366455,0.942121148109436,0.5529054403305054,0.9215279817581177,0.07229088246822357,0.9930053949356079,0.3935965895652771,0.9208755493164062,0.07126651704311371,0.9945018291473389
neutral,0.4755919873714447,0.1401635706424713,-0.4038423001766205,0.9999918937683105,0.4856586456298828,0.12232755124568939,-0.3832729160785675,0.9999708533287048,0.4905892014503479,0.1225680559873581,-0.38331422209739685,0.999967634677887,0.49609118700027466,0.1228429526090622,-0.38330379128456116,0.9999655485153198,0.468700647354126,0.12245047837495804,-0.382883220911026,0.9999694228172302,0.46316972374916077,0.12266857922077179,-0.3829016387462616,0.9999655485153198,0.4589018225669861,0.12320002913475037,-0.38292598724365234,0.9999657869338989,0.5050506591796875,0.13229961693286896,-0.23368534445762634,0.9999368786811829,0.4538234770298004,0.13171717524528503,-0.23189476132392883,0.9999383687973022,0.48642387986183167,0.16142424941062927,-0.34587904810905457,0.9999874234199524,0.46625399589538574,0.16292940080165863,-0.34549182653427124,0.999987006187439,0.5473577976226807,0.24469120800495148,-0.12634554505348206,0.9999713897705078,0.41634243726730347,0.24290615320205688,-0.12463611364364624,0.9999675750732422,0.5616296529769897,0.3801516890525818,-0.07002367079257965,0.9836320281028748,0.39743030071258545,0.38091322779655457,-0.07946108281612396,0.9761006832122803,0.5494866371154785,0.4930811822414398,-0.21709804236888885,0.9750685095787048,0.3939497470855713,0.48981624841690063,-0.23165158927440643,0.9613218307495117,0.5495396852493286,0.5252471566200256,-0.26147496700286865,0.9531067609786987,0.39713284373283386,0.5240740776062012,-0.279496967792511,0.9339890480041504,0.5423377752304077,0.5209346413612366,-0.30998796224594116,0.9547856450080872,0.4035101532936096,0.5182677507400513,-0.32649096846580505,0.9376334547996521,0.5389379858970642,0.511460542678833,-0.2385188788175583,0.9417527318000793,0.4045942723751068,0.5068883895874023,-0.2537446916103363,0.9277520775794983,0.5131102204322815,0.5142682790756226,0.0019378773868083954,0.9998214840888977,0.43590855598449707,0.5100411772727966,-0.0019936400931328535,0.9998639225959778,0.5272030234336853,0.6997618079185486,0.007129865698516369,0.9972096681594849,0.4172540605068207,0.6961162090301514,0.009316322393715382,0.9980965256690979,0.5286897420883179,0.8695303797721863,0.24289381504058838,0.9961802959442139,0.41033968329429626,0.8594943881034851,0.24049274623394012,0.9973591566085815,0.519863486289978,0.8943138718605042,0.25420597195625305,0.9414716958999634,0.4182612895965576,0.8815818428993225,0.2517041862010956,0.9420889019966125,0.5538316369056702,0.9217243790626526,0.07710494846105576,0.9928992390632629,0.39429399371147156,0.9206192493438721,0.07803456485271454,0.9944363236427307
neutral,0.47648343443870544,0.14006397128105164,-0.406759113073349,0.9999919533729553,0.4864526689052582,0.12221488356590271,-0.3862899839878082,0.9999710917472839,0.4913974702358246,0.12245332449674606,-0.3863353133201599,0.9999676942825317,0.4968698024749756,0.1227133721113205,-0.3863277733325958,0.9999654293060303,0.4697968065738678,0.1222609430551529,-0.38584914803504944,0.9999698400497437,0.4642919898033142,0.1224246472120285,-0.3858627676963806,0.9999659061431885,0.46018463373184204,0.12286218255758286,-0.3858810365200043,0.9999662637710571,0.5060160756111145,0.13186316192150116,-0.23616266250610352,0.9999368190765381,0.45546776056289673,0.13100050389766693,-0.23389621078968048,0.9999399185180664,0.48729389905929565,0.16132940351963043,-0.348535418510437,0.9999875426292419,0.4674391746520996,0.16279669106006622,-0.3480096161365509,0.9999871850013733,0.5485483407974243,0.2446163296699524,-0.12873166799545288,0.9999700784683228,0.41732367873191833,0.24222642183303833,-0.12656758725643158,0.9999688267707825,0.5616616606712341,0.380248099565506,-0.08060108125209808,0.9826074838638306,0.3980467915534973,0.38031816482543945,-0.08080753684043884,0.9761947989463806,0.5495330095291138,0.4939151406288147,-0.2403898537158966,0.9729006290435791,0.39492636919021606,0.48962098360061646,-0.2318105399608612,0.9612641334533691,0.54978346824646,0.526085376739502,-0.28663286566734314,0.9495484828948975,0.39726579189300537,0.5237177014350891,-0.27973252534866333,0.9337388277053833,0.5426849126815796,0.5217019319534302,-0.3343490660190582,0.9513206481933594,0.40315932035446167,0.5181856751441956,-0.3270338475704193,0.9373448491096497,0.5393768548965454,0.5121687650680542,-0.26207274198532104,0.9377462267875671,0.40478628873825073,0.5068557262420654,-0.2541033923625946,0.9273294806480408,0.5134942531585693,0.5135670900344849,0.002413140144199133,0.9998232126235962,0.43598484992980957,0.5090550780296326,-0.0024774507619440556,0.9998648166656494,0.5270434021949768,0.6995167136192322,0.0037122510839253664,0.9971659183502197,0.4171883463859558,0.6955644488334656,0.008526750840246677,0.9981122612953186,0.5286513566970825,0.8695594668388367,0.2417416125535965,0.9961373805999756,0.410270631313324,0.8591058850288391,0.24031011760234833,0.9973782300949097,0.5196570158004761,0.8945640921592712,0.25337380170822144,0.9415958523750305,0.41822952032089233,0.8812015652656555,0.25182804465293884,0.9422566294670105,0.5549449920654297,0.92137610912323,0.07632209360599518,0.992861807346344,0.39431387186050415,0.9211226105690002,0.07667525112628937,0.9944747090339661
neutral,0.47795748710632324,0.14018478989601135,-0.4252874255180359,0.9999920129776001,0.48777586221694946,0.12230192869901657,-0.4049968719482422,0.999971330165863,0.49256831407546997,0.12255050987005234,-0.4050361216068268,0.9999677538871765,0.49798017740249634,0.12284056842327118,-0.40502890944480896,0.9999654293060303,0.47130709886550903,0.12225473672151566,-0.4049730896949768,0.9999699592590332,0.46572285890579224,0.12239928543567657,-0.4049922823905945,0.9999659657478333,0.46154680848121643,0.12282107025384903,-0.40501290559768677,0.9999662041664124,0.5068972706794739,0.13196662068367004,-0.25267547369003296,0.999936580657959,0.45662060379981995,0.1308889091014862,-0.25238412618637085,0.9999403953552246,0.4884544014930725,0.16161765158176422,-0.3659767806529999,0.9999876022338867,0.46886053681373596,0.16290141642093658,-0.3660157322883606,0.9999873042106628,0.5490978360176086,0.24470148980617523,-0.13935907185077667,0.9999706149101257,0.41783586144447327,0.2419757843017578,-0.14266100525856018,0.9999703764915466,0.561660885810852,0.3806609809398651,-0.0818459540605545,0.9818715453147888,0.39793267846107483,0.3802647292613983,-0.0898115411400795,0.9764503836631775,0.5489089488983154,0.49585771560668945,-0.23187586665153503,0.9711029529571533,0.39479538798332214,0.4897758364677429,-0.23377354443073273,0.961027204990387,0.5492029190063477,0.5274852514266968,-0.2754247784614563,0.946139395236969,0.3960009813308716,0.52316814661026,-0.28127485513687134,0.933002769947052,0.5426160097122192,0.5228845477104187,-0.3238726258277893,0.9480732083320618,0.4011143743991852,0.5182592272758484,-0.32900145649909973,0.9366634488105774,0.5393596887588501,0.5133087635040283,-0.2535385191440582,0.9339512586593628,0.4030550420284271,0.5074397325515747,-0.2561502754688263,0.9264380931854248,0.513528048992157,0.5137201547622681,0.004227734636515379,0.9998294711112976,0.4361329674720764,0.5090168118476868,-0.004310794174671173,0.9998663663864136,0.527060866355896,0.6993896961212158,0.00389995239675045,0.997109591960907,0.4174119830131531,0.695224940776825,0.008885769173502922,0.9980948567390442,0.5287953019142151,0.869463324546814,0.24727392196655273,0.9961696267127991,0.41015228629112244,0.858946681022644,0.2485627382993698,0.9973993301391602,0.519740879535675,0.8948180675506592,0.2599641680717468,0.9434199929237366,0.4180476665496826,0.8806329965591431,0.2609056532382965,0.9422196745872498,0.5584579706192017,0.921978771686554,0.08201427757740021,0.9930351376533508,0.39485445618629456,0.9214000701904297,0.08571937680244446,0.9945821762084961
neutral,0.4787708818912506,0.14016611874103546,-0.42377573251724243,0.9999904036521912,0.48895421624183655,0.12228270620107651,-0.40289124846458435,0.9999656677246094,0.49386292695999146,0.12254101783037186,-0.4029388427734375,0.9999613165855408,0.499288946390152,0.12283916026353836,-0.40293756127357483,0.9999585151672363,0.4722670018672943,0.12219024449586868,-0.4033636152744293,0.9999648928642273,0.46673721075057983,0.12230486422777176,-0.40339651703834534,0.9999606013298035,0.46249157190322876,0.12267926335334778,-0.4034338593482971,0.999961256980896,0.5081506967544556,0.13197477161884308,-0.24931998550891876,0.9999217987060547,0.45752549171447754,0.1306900680065155,-0.2508612275123596,0.9999322295188904,0.4892871379852295,0.16167576611042023,-0.3640703558921814,0.9999850988388062,0.4695766866207123,0.16286975145339966,-0.3646742105484009,0.9999852180480957,0.5498772859573364,0.2452184110879898,-0.13368071615695953,0.9999639987945557,0.4185074269771576,0.24183855950832367,-0.1446981132030487,0.9999699592590332,0.5614597201347351,0.3830333650112152,-0.06572375446557999,0.9781591892242432,0.3982149064540863,0.37989529967308044,-0.08891592174768448,0.9753957390785217,0.54839026927948,0.4979565739631653,-0.20216858386993408,0.9615043997764587,0.39494946599006653,0.4889319837093353,-0.2259807288646698,0.9561037421226501,0.5478760004043579,0.5286787152290344,-0.24332904815673828,0.9307796955108643,0.39627400040626526,0.5225786566734314,-0.2722576856613159,0.9250138401985168,0.5423943400382996,0.5237638354301453,-0.2917684018611908,0.933421790599823,0.4007136821746826,0.5179606080055237,-0.31983739137649536,0.9290987849235535,0.539364218711853,0.5143687725067139,-0.2237910032272339,0.916936457157135,0.40249180793762207,0.5072174668312073,-0.24810735881328583,0.9177555441856384,0.5137556791305542,0.513805091381073,0.005599297117441893,0.9998176097869873,0.43644794821739197,0.50861656665802,-0.005677703768014908,0.9998581409454346,0.5272088646888733,0.7001612782478333,0.008554255589842796,0.996976375579834,0.41838040947914124,0.6947336792945862,0.005919631104916334,0.9980909824371338,0.5288480520248413,0.8692895770072937,0.2534961998462677,0.9962449073791504,0.4099734425544739,0.8597955107688904,0.24711254239082336,0.997469425201416,0.520026683807373,0.894345223903656,0.2661927342414856,0.9448146224021912,0.4174557328224182,0.8815127015113831,0.25919148325920105,0.9417926669120789,0.5583792924880981,0.9235904216766357,0.08770396560430527,0.9932699203491211,0.39530977606773376,0.9213840365409851,0.08203796297311783,0.9947810769081116
neutral,0.479809045791626,0.14006629586219788,-0.40517377853393555,0.9999884963035583,0.490021288394928,0.12222930788993835,-0.3839747905731201,0.9999591708183289,0.4949553906917572,0.12250048667192459,-0.3840242326259613,0.9999536871910095,0.5004144906997681,0.1228058710694313,-0.3840230107307434,0.9999504089355469,0.47326868772506714,0.12206287682056427,-0.3845268189907074,0.9999597668647766,0.46768173575401306,0.12214706838130951,-0.3845548927783966,0.9999552965164185,0.4633753299713135,0.12246394157409668,-0.38459542393684387,0.9999567270278931,0.5088785886764526,0.1319178342819214,-0.23147663474082947,0.9999032616615295,0.45813649892807007,0.13045324385166168,-0.2332639992237091,0.9999239444732666,0.490121990442276,0.16166004538536072,-0.3460981249809265,0.9999816417694092,0.47041791677474976,0.1628284603357315,-0.3467883765697479,0.9999825954437256,0.5501276254653931,0.24532932043075562,-0.11735321581363678,0.9999516606330872,0.41873446106910706,0.24174955487251282,-0.1316816508769989,0.9999679327011108,0.5611496567726135,0.3835967779159546,-0.051796454936265945,0.9721312522888184,0.3985266089439392,0.37982532382011414,-0.08644170314073563,0.9737229347229004,0.5482541918754578,0.4976414740085602,-0.18908892571926117,0.9474656581878662,0.3965892791748047,0.4869192838668823,-0.22914853692054749,0.9509203433990479,0.5480601191520691,0.5285478234291077,-0.22940082848072052,0.910285234451294,0.3988713026046753,0.5216856598854065,-0.2764938473701477,0.9173055291175842,0.5435342192649841,0.5236498713493347,-0.27757152915000916,0.9137012958526611,0.4023495614528656,0.5167925357818604,-0.3208220601081848,0.9217060208320618,0.5401501655578613,0.5142204165458679,-0.21085122227668762,0.8946271538734436,0.4041106700897217,0.5056524276733398,-0.25006479024887085,0.9091786742210388,0.5139657258987427,0.5137012600898743,0.006246225442737341,0.9997955560684204,0.4367734491825104,0.5082542300224304,-0.0063209570944309235,0.9998489618301392,0.527338981628418,0.700171172618866,0.008539250120520592,0.9969451427459717,0.41903528571128845,0.6941690444946289,0.001977661857381463,0.9981141686439514,0.5288535952568054,0.8686549663543701,0.251138299703598,0.9963200092315674,0.40995708107948303,0.8605335354804993,0.2346859723329544,0.997584879398346,0.520077109336853,0.8929990530014038,0.263727605342865,0.9457067847251892,0.41744178533554077,0.8824329972267151,0.24607422947883606,0.9424993991851807,0.5583282709121704,0.9239068627357483,0.08587978780269623,0.9934508204460144,0.3953343629837036,0.9216610193252563,0.0690387561917305,0.9950047731399536
neutral,0.4806045889854431,0.13974596560001373,-0.38836294412612915,0.9999881386756897,0.49072974920272827,0.12208843976259232,-0.3665884733200073,0.9999578595161438,0.4956586956977844,0.12238188832998276,-0.3666383922100067,0.9999517798423767,0.5010857582092285,0.12269541621208191,-0.3666336238384247,0.9999485611915588,0.4739891588687897,0.12177478522062302,-0.36759936809539795,0.9999589323997498,0.46835193037986755,0.12180158495903015,-0.36761578917503357,0.9999545216560364,0.46402567625045776,0.12202241271734238,-0.3676483929157257,0.9999564290046692,0.5091922879219055,0.13170374929904938,-0.21435268223285675,0.9998956918716431,0.4586271643638611,0.1297873854637146,-0.21850189566612244,0.9999220967292786,0.4907744526863098,0.16141559183597565,-0.3297123312950134,0.9999802708625793,0.47107306122779846,0.162477508187294,-0.3310419023036957,0.999981701374054,0.5502941012382507,0.24536757171154022,-0.10431119054555893,0.9999460577964783,0.4188431203365326,0.241824671626091,-0.11997947841882706,0.9999663829803467,0.5613440275192261,0.383147656917572,-0.04342902824282646,0.9690403938293457,0.3986775577068329,0.3798908591270447,-0.07870592176914215,0.9734007716178894,0.5489722490310669,0.49530234932899475,-0.1859433352947235,0.9424848556518555,0.39667630195617676,0.4863365590572357,-0.22314369678497314,0.9500797986984253,0.5491222143173218,0.5272252559661865,-0.2274802029132843,0.9026123881340027,0.3990327715873718,0.5216637253761292,-0.27087289094924927,0.9160100221633911,0.5446993112564087,0.522429347038269,-0.2753698229789734,0.9063531160354614,0.4026462435722351,0.5167404413223267,-0.31571391224861145,0.920461893081665,0.5411564707756042,0.5128238201141357,-0.20774643123149872,0.8862967491149902,0.40431833267211914,0.5053846836090088,-0.24432137608528137,0.9076110124588013,0.5141056180000305,0.5136633515357971,0.006731753703206778,0.9997861981391907,0.43703922629356384,0.5081967115402222,-0.0068071335554122925,0.9998452067375183,0.5274985432624817,0.7001683712005615,0.007786943577229977,0.9969012141227722,0.4192284643650055,0.6935878992080688,0.0005459062522277236,0.9980807304382324,0.5288571119308472,0.8684366941452026,0.24372287094593048,0.9962848424911499,0.4099291265010834,0.8608585596084595,0.2294444590806961,0.9976017475128174,0.5201404094696045,0.8925889730453491,0.25573286414146423,0.9460300207138062,0.4173727035522461,0.8825434446334839,0.24074475467205048,0.9420787692070007,0.558289110660553,0.9240471720695496,0.08063070476055145,0.9934191107749939,0.39546674489974976,0.9217149019241333,0.06634926795959473,0.9950265884399414
